"","way_id","sessions","points"
"2393",206871911,3,3
"2394",207634486,11,82
"2395",207634487,14,963
"2396",207634488,6,364
"2397",207634489,2,14
"2398",207634491,3,7
"2399",207634492,48,1464
"2400",207634493,2,28
"2401",207634494,8,8
"2402",207634497,55,185
"2403",207634499,1,12
"2404",207634501,16,31
"2405",207634502,5,40
"2406",207634504,1,15
"2407",207634506,1,22
"2408",207634507,1,11
"2409",207634508,7,227
"2410",207634511,7,36
"2411",207634512,11,27
"2412",207634515,2,33
"2413",207634516,6,29
"2414",207634518,3,51
"2415",207634520,2,81
"2416",207634521,2,42
"2417",207634522,2,48
"2418",207634525,7,297
"2419",207634526,6,72
"2420",207634527,3,133
"2421",207634530,6,161
"2422",207719858,4,32
"2423",207719862,23,1076
"2424",207724048,1,12
"2425",207724051,9,698
"2426",207724055,3,248
"2427",207724059,23,657
"2428",207724062,3,10
"2429",207724065,3,53
"2430",207883914,10,178
"2431",207890057,1,1
"2432",207895266,1,111
"2433",207895267,1,1
"2434",207895268,1,14
"2435",207895271,2,17
"2436",207895272,3,4
"2437",207895911,3,17
"2438",207895912,1,1
"2439",207895913,2,5
"2440",208089956,1,38
"2441",208262837,338,33762
"2442",208263088,50,4251
"2443",208265320,122,13148
"2444",208580373,5,353
"2445",209081924,1,5
"2446",209436194,5,202
"2447",209436195,1,28
"2448",209436196,15,460
"2449",209436197,8,286
"2450",209436199,39,918
"2451",209436200,17,809
"2452",209440505,19,38
"2453",209442097,23,270
"2454",209442098,15,303
"2455",209442100,3,19
"2456",209444521,3,80
"2457",209444527,9,12
"2458",209444529,5,187
"2459",209537753,1,44
"2460",209537754,15,1062
"2461",209537755,1,144
"2462",209537756,1,1
"2463",209537758,4,73
"2464",209537759,1,15
"2465",209537760,2,1622
"2466",209537761,2,69
"2467",209537762,1,1
"2468",209537763,1,7
"2469",209537766,6,407
"2470",209633044,8,47
"2471",209633045,16,561
"2472",209633056,3,17
"2473",209633322,44,2052
"2474",209633323,39,510
"2475",210073247,1,1
"2476",210073257,2,7
"2477",210073258,3,13
"2478",210073259,16,470
"2479",210073281,2,9
"2480",210073293,2,48
"2481",210073297,1,30
"2482",210073300,1,52
"2483",210073302,1,78
"2484",210328137,4,147
"2485",210328147,1,17
"2486",210328149,26,1840
"2487",210336707,1,82
"2488",210346011,16,5012
"2489",210365854,1,1
"2490",210365855,2,3
"2491",210365858,7,247
"2492",210365861,1,1
"2493",210365864,1,2
"2494",210444158,8,40
"2495",210444160,1,1
"2496",210444161,2,2
"2497",210444168,1,1
"2498",210470734,2,142
"2499",210536645,1,1
"2500",210541437,2,237
"2501",210669782,6,18
"2502",210669783,53,283
"2503",210670424,46,1882
"2504",210670986,15,31
"2505",210670987,3,56
"2506",210670988,11,81
"2507",210670990,21,196
"2508",210673562,71,7441
"2509",210673563,15,775
"2510",210673564,23,56
"2511",210673565,57,1514
"2512",210673566,48,1086
"2513",210674289,11,25
"2514",210674290,14,94
"2515",210674292,3,24
"2516",210674294,7,525
"2517",210831460,17,376
"2518",210841125,7,116
"2519",210851328,4,220
"2520",211090184,1,31
"2521",211090186,1,96
"2522",211090188,1,41
"2523",211093054,3,115
"2524",211119459,10,129
"2525",211119460,2,2
"2526",211119461,14,86
"2527",211120097,2,42
"2528",211122347,8,213
"2529",211127713,1,1
"2530",211297734,1,1
"2531",211297737,1,1
"2532",211297742,2,24
"2533",211314340,4,409
"2534",211317178,1,11
"2535",211317179,11,61
"2536",211317181,13,459
"2537",211337863,1,3
"2538",211339122,59,1611
"2539",211339125,60,1778
"2540",211339126,34,655
"2541",211339127,48,1489
"2542",211339128,26,1253
"2543",211339129,22,485
"2544",211339130,7,198
"2545",211342283,23,809
"2546",211342284,7,72
"2547",211342286,12,20
"2548",211436103,31,1390
"2549",211482370,7,21
"2550",211483668,5,40
"2551",211561629,3,20
"2552",211561630,5,454
"2553",211561632,3,4
"2554",211561633,10,144
"2555",211561637,3,15
"2556",211561641,6,57
"2557",211641909,10,54
"2558",211641911,11,314
"2559",211656637,4,228
"2560",211659501,4,105
"2561",211905477,1,8
"2562",211924702,6,6
"2563",212706762,55,161
"2564",212706763,31,1037
"2565",212706766,40,1507
"2566",212708372,31,1264
"2567",212708373,59,686
"2568",212708374,66,1248
"2569",212708375,30,1033
"2570",212708376,3,45
"2571",212708425,73,2309
"2572",212710686,10,44
"2573",212710688,12,599
"2574",212710690,16,1577
"2575",212710692,19,591
"2576",212710695,6,84
"2577",212710696,33,990
"2578",212710699,4,34
"2579",212710701,14,117
"2580",212710702,32,503
"2581",212710703,46,865
"2582",212710704,11,268
"2583",212711374,22,379
"2584",212711375,62,3308
"2585",212711376,19,146
"2586",212711378,67,1846
"2587",212712362,9,84
"2588",212712363,13,102
"2589",213473435,7,10
"2590",213843081,2,2
"2591",213844486,1,8
"2592",213844487,1,9
"2593",213844488,1,1
"2594",213844489,2,121
"2595",213844492,1,12
"2596",213844501,4,143
"2597",213844503,1,9
"2598",213844510,1,52
"2599",213844523,1,424
"2600",213844527,1,11
"2601",213844541,2,23
"2602",213844543,1,1
"2603",213863899,1,4
"2604",213863900,1,44
"2605",213863901,2,102
"2606",213863906,2,148
"2607",213863909,1,2
"2608",215079215,8,8
"2609",215135703,1,30
"2610",215162241,5,337
"2611",215162242,16,79
"2612",215162243,20,92
"2613",215194131,7,233
"2614",215200349,26,551
"2615",215200352,3,31
"2616",215210562,2,208
"2617",215301975,3,353
"2618",215301977,7,565
"2619",215301979,5,10
"2620",215331280,17,135
"2621",215331281,23,2001
"2622",215331282,2,25
"2623",215331285,16,1353
"2624",215605435,3,16
"2625",215605436,2,32
"2626",215605437,2,11
"2627",215611423,6,158
"2628",216159806,3,75
"2629",216262193,2,8
"2630",216269248,11,842
"2631",216274195,1,53
"2632",216490935,5,1147
"2633",216732817,4,327
"2634",216732824,2,77
"2635",216891254,38,3394
"2636",216891255,3,66
"2637",216966282,5,7
"2638",216966283,17,274
"2639",216966774,1,1
"2640",216967045,9,1113
"2641",216967047,4,12
"2642",216967048,4,65
"2643",216969809,53,6446
"2644",216972146,17,387
"2645",216972581,15,508
"2646",216972801,20,333
"2647",216972802,39,331
"2648",216972804,30,1249
"2649",217313250,21,1754
"2650",217313251,2,9
"2651",217344337,28,1653
"2652",217628815,10,153
"2653",218012128,2,14
"2654",218012130,1,1045
"2655",218014836,1,1
"2656",218014837,1,105
"2657",218014929,2,2
"2658",218016617,1,62
"2659",218016619,2,25
"2660",218016621,1,3
"2661",218016622,1,3
"2662",218020117,10,12
"2663",218279465,2,417
"2664",218746673,1,27
"2665",218898765,2,2
"2666",218898767,9,86
"2667",218898768,18,632
"2668",218899246,3,39
"2669",219017464,1,1
"2670",219017465,1,1
"2671",219017466,1,1
"2672",219017467,1,1
"2673",219329564,1,2
"2674",219329567,10,150
"2675",219524197,2,30
"2676",219527966,10,130
"2677",219527967,18,400
"2678",219527968,67,4698
"2679",219527969,8,71
"2680",219527970,35,1239
"2681",219527971,9,12
"2682",219527972,10,42
"2683",219527973,10,10
"2684",219536349,1,11
"2685",219536350,36,362
"2686",219536494,18,499
"2687",219536498,44,450
"2688",219537531,211,1583
"2689",219537590,26,778
"2690",219537591,23,706
"2691",220137465,1,52
"2692",220137474,1,2
"2693",220137476,1,6
"2694",220137477,1,1
"2695",220137480,7,99
"2696",220232893,25,747
"2697",220233689,34,412
"2698",220233691,6,142
"2699",220233692,1,7
"2700",220234009,141,2727
"2701",220234010,153,4470
"2702",220234011,97,671
"2703",220234012,37,48
"2704",220819512,9,693
"2705",220819515,1,1
"2706",220819517,1,8
"2707",220819519,1,4
"2708",220821071,2,6
"2709",221013310,1,5
"2710",221369282,1,8
"2711",221684836,1,10
"2712",221684839,1,1
"2713",221905591,3,54
"2714",221905592,3,61
"2715",222884335,1,1
"2716",223053869,6,574
"2717",223279427,2,4
"2718",223279429,1,1
"2719",223279432,4,225
"2720",223279433,1,2
"2721",223279434,4,18
"2722",223287710,1,2
"2723",223287712,1,14
"2724",223287713,5,6
"2725",223287714,1,7
"2726",223287716,1,1
"2727",223287717,62,3389
"2728",223287718,1,5
"2729",223287719,7,9
"2730",223287720,6,16
"2731",223288609,29,37
"2732",223288611,26,30
"2733",223288612,30,160
"2734",223288613,31,565
"2735",223288614,13,209
"2736",223290875,48,1034
"2737",223291866,5,406
"2738",223291867,2,8
"2739",223291868,8,10
"2740",223291869,2,4
"2741",223291871,2,7
"2742",223291872,1,2
"2743",223291873,1,2
"2744",223291874,3,87
"2745",223292705,4,8
"2746",224637998,9,17
"2747",224637999,25,485
"2748",224644388,9,131
"2749",224644389,5,103
"2750",224644390,16,415
"2751",224644391,9,901
"2752",224644392,19,404
"2753",224644812,5,65
"2754",224644813,21,1023
"2755",224644814,13,351
"2756",224644815,4,172
"2757",224644816,4,81
"2758",224644819,26,4883
"2759",224644820,21,430
"2760",224645476,11,731
"2761",224645479,3,33
"2762",224645482,15,1142
"2763",224645485,4,167
"2764",224645489,5,17
"2765",224645842,1,4
"2766",224645843,1,42
"2767",224645845,1,1
"2768",224645847,1,6
"2769",224646231,11,80
"2770",224646232,24,1238
"2771",224646233,24,1634
"2772",224647868,20,947
"2773",224648421,17,667
"2774",224649277,2,4
"2775",224649278,11,316
"2776",224649279,10,1332
"2777",224649280,3,17
"2778",224649281,16,528
"2779",224649282,1,25
"2780",224649283,2,5
"2781",224649284,21,1363
"2782",224649285,6,437
"2783",224649286,1,10
"2784",224649287,12,2414
"2785",224649289,4,48
"2786",224649290,13,186
"2787",224649292,22,113
"2788",224649293,2,3
"2789",224747285,9,578
"2790",224749647,5,1237
"2791",224854242,3,140
"2792",226059853,7,77
"2793",226083083,7,93
"2794",226083293,4,16
"2795",226083294,7,95
"2796",226452170,1,9
"2797",226624856,3,47
"2798",226646469,1,2
"2799",226731899,1,2
"2800",226860566,4,157
"2801",226879097,3,13
"2802",226908041,6,178
"2803",226908049,15,163
"2804",226909939,2,61
"2805",227231935,3,9
"2806",227573433,3,3
"2807",227574865,2,66
"2808",227574867,16,529
"2809",227716469,3,198
"2810",227716476,1,4
"2811",227888232,1,19
"2812",227888235,1,13
"2813",227888631,5,46
"2814",227932388,1,2
"2815",227932391,1,94
"2816",227932399,1,1
"2817",227980132,2,2
"2818",227982906,8,923
"2819",228569586,12,123
"2820",228569587,11,168
"2821",228569588,16,750
"2822",228569801,6,428
"2823",228657552,43,466
"2824",228894146,1,37
"2825",228926086,1,7
"2826",228926087,1,13
"2827",228926088,1,27
"2828",228926091,1,31
"2829",229184974,3,36
"2830",229194693,19,359
"2831",229784702,6,28
"2832",229784704,5,681
"2833",229784705,2,112
"2834",229784709,3,93
"2835",229784712,2,41
"2836",229784713,3,18
"2837",229784714,1,51
"2838",229784715,7,34
"2839",229784716,4,42
"2840",229802211,10,34
"2841",229816562,4,45
"2842",229817535,3,14
"2843",229818921,16,153
"2844",231348277,1,2
"2845",231348357,1,12
"2846",232445174,65,1467
"2847",232445175,48,3081
"2848",232482827,1,6
"2849",232574615,3,20
"2850",232574617,5,10
"2851",232574618,4,14
"2852",232574619,3,5
"2853",232574620,8,136
"2854",232574622,22,126
"2855",232574624,26,101
"2856",232574625,4,47
"2857",232671695,1,7
"2858",232671696,3,299
"2859",232671697,1,11
"2860",232674530,7,92
"2861",233006425,8,356
"2862",233055818,1,422
"2863",233098267,3,35
"2864",233291398,18,2245
"2865",233688631,4,16
"2866",233688632,1,1
"2867",233688633,1,12
"2868",233688634,5,21
"2869",233688635,3,182
"2870",233688640,2,13
"2871",233688643,2,15
"2872",233688644,2,7
"2873",233784762,1,15
"2874",233784764,9,15
"2875",233784770,1,3
"2876",233784774,2,33
"2877",233784783,6,6
"2878",233784790,21,23
"2879",233883392,33,471
"2880",233883393,26,74
"2881",233883394,27,402
"2882",233883395,32,86
"2883",236802883,6,2282
"2884",236802887,2,359
"2885",236978557,1,12
"2886",237532599,1,21
"2887",238249552,25,526
"2888",238249553,21,100
"2889",238249554,25,2042
"2890",238249556,10,593
"2891",238829172,2,12
"2892",238829173,1,2
"2893",238831062,1,6
"2894",238831761,1,1
"2895",238872916,25,1550
"2896",238912242,8,717
"2897",239593895,25,521
"2898",239593896,5,841
"2899",239593897,3,16
"2900",240124255,5,5
"2901",240124256,2,3
"2902",240124257,8,1117
"2903",240126041,4,30
"2904",240126042,4,184
"2905",240126043,2,20
"2906",240126044,4,4
"2907",240672965,9,20
"2908",240672966,10,21
"2909",240884741,30,1637
"2910",240884742,4,11
"2911",240884743,1,1
"2912",240884745,6,235
"2913",240886294,3,3
"2914",240887999,6,96
"2915",240888000,7,92
"2916",240990100,11,231
"2917",240990101,6,37
"2918",241284062,6,113
"2919",241284063,1,9
"2920",241364281,49,118
"2921",241364282,138,314
"2922",241364283,46,176
"2923",241364284,23,79
"2924",241364285,24,154
"2925",241364286,76,734
"2926",241364287,42,2303
"2927",243807211,1,287
"2928",244346541,1,27
"2929",244396336,3,235
"2930",244408625,7,734
"2931",244409369,8,2301
"2932",244457582,7,1372
"2933",244457584,2,547
"2934",244563847,3,1223
"2935",246607633,1,1
"2936",246607749,1,21
"2937",250949164,15,1014
"2938",250949165,18,730
"2939",250949166,33,1779
"2940",250949167,43,948
"2941",251256098,45,2865
"2942",251256099,36,68
"2943",251256100,4,25
"2944",251256102,30,3080
"2945",251257482,11,788
"2946",251257484,3,93
"2947",251257485,15,1528
"2948",251257487,1,5
"2949",251257491,20,353
"2950",251257493,5,193
"2951",251257494,13,24
"2952",251257495,15,382
"2953",251257499,17,79
"2954",251257500,1,25
"2955",251257501,4,66
"2956",251257503,4,4
"2957",251257505,1,67
"2958",251257508,4,5
"2959",251257511,11,114
"2960",251257655,4,75
"2961",252061999,1,25
"2962",252062019,1,43
"2963",252251132,12,310
"2964",252253611,11,42
"2965",252253615,1,42
"2966",252254138,10,44
"2967",252255462,2,16
"2968",252255465,2,10
"2969",252255469,3,181
"2970",252255481,2,23
"2971",252302583,2,84
"2972",252333763,16,170
"2973",252338680,1,7
"2974",252338683,34,242
"2975",252338684,1,1
"2976",252339799,2,68
"2977",252339995,45,4749
"2978",252496931,4,51
"2979",252498675,1,13
"2980",252505455,1,1
"2981",252516370,1,1
"2982",252516522,3,134
"2983",252518642,12,91
"2984",252518644,10,810
"2985",252518836,7,589
"2986",252519111,4,22
"2987",252519361,2,2
"2988",252523965,59,7190
"2989",252525258,21,1555
"2990",252525261,30,1096
"2991",252525262,27,714
"2992",252526132,35,2499
"2993",252526950,11,1542
"2994",252526951,18,1145
"2995",252526952,4,459
"2996",252526954,16,361
"2997",252526955,1,2
"2998",252527740,4,130
"2999",252529844,3,3
"3000",252542573,6,9
"3001",252543081,11,504
"3002",252543082,6,116
"3003",252543085,5,208
"3004",252543334,19,132
"3005",252543336,1,4
"3006",252543604,2,10
"3007",252543753,2,134
"3008",252543837,12,917
"3009",253026351,5,97
"3010",253026354,67,2324
"3011",253026357,2,28
"3012",253715981,1,9
"3013",253715982,7,68
"3014",253715987,1,3
"3015",254724123,1,11
"3016",255778742,5,493
"3017",255778743,7,686
"3018",256165013,4,69
"3019",256249046,5,400
"3020",256249047,4,35
"3021",256277806,5,337
"3022",256283186,1,40
"3023",256421288,1,12
"3024",256422384,1,23
"3025",256605509,61,1920
"3026",256605510,67,1900
"3027",256605511,67,1282
"3028",258205599,3,17
"3029",258205600,3,13
"3030",258205601,7,88
"3031",258206486,4,43
"3032",258206487,4,59
"3033",258206488,9,434
"3034",258206490,8,92
"3035",258215255,8,20
"3036",258215258,1,13
"3037",258215259,1,1
"3038",258215759,6,39
"3039",258220293,2,55
"3040",258220304,1,25
"3041",258220537,4,9
"3042",258220539,8,33
"3043",258220541,3,20
"3044",258359675,2,8
"3045",258359677,4,5
"3046",258359678,4,10
"3047",258359679,5,64
"3048",258359681,2,48
"3049",258387610,1,1
"3050",258387612,1,8
"3051",258387614,2,4
"3052",258559409,3,304
"3053",258749767,2,103
"3054",258750431,4,312
"3055",258750432,11,2261
"3056",258853578,7,247
"3057",258853579,23,726
"3058",258853580,34,545
"3059",258853581,27,1148
"3060",258877281,1,1
"3061",258877282,1,1
"3062",258877283,1,1
"3063",258888773,8,40
"3064",258915958,2,7
"3065",258915959,3,36
"3066",258915960,2,53
"3067",258915961,3,46
"3068",258916271,3,83
"3069",259656045,2,11
"3070",259888928,24,770
"3071",261119612,1,37
"3072",261551857,2,3
"3073",261551859,5,221
"3074",261556129,1,1
"3075",261739719,2,2
"3076",261739720,2,116
"3077",261980635,1,40
"3078",261980636,1,70
"3079",261980637,1,18
"3080",261980639,3,98
"3081",261980641,2,29
"3082",261980644,5,5
"3083",262150132,1,7
"3084",262150134,1,32
"3085",262258885,2,17
"3086",262474849,14,1576
"3087",262579556,15,29
"3088",262579557,15,15
"3089",262580849,2,53
"3090",262616020,15,60
"3091",262617734,1,1250
"3092",262623002,9,9
"3093",262623003,16,33
"3094",262797434,16,1577
"3095",263330569,3,152
"3096",263330570,4,82
"3097",263330571,1,43
"3098",263330573,7,510
"3099",263330574,3,35
"3100",263330575,3,184
"3101",263330686,8,41
"3102",265752880,1,6
"3103",265752882,2,5
"3104",267026311,2,115
"3105",269856842,1,25
"3106",270443012,1,1
"3107",270443014,3,103
"3108",274187613,6,256
"3109",274187615,5,38
"3110",274187617,2,29
"3111",274187618,1,7
"3112",274467054,1,246
"3113",274894722,1,20
"3114",278570711,1,52
"3115",278570718,4,274
"3116",280106443,1,1
"3117",280570944,24,179
"3118",280570945,4,51
"3119",280570946,68,10117
"3120",280570948,33,98
"3121",280576148,3,23
"3122",280966568,1,124
"3123",280966569,1,45
"3124",280966571,2,16
"3125",281224991,12,26
"3126",283425598,2,167
"3127",283529432,4,60
"3128",283529762,3,12
"3129",283529970,3,148
"3130",283529971,3,55
"3131",284336240,28,1270
"3132",284770886,5,295
"3133",284770887,12,1145
"3134",284775782,3,3
"3135",284775785,4,11
"3136",284775786,4,7
"3137",285944901,2,86
"3138",286006222,1,2
"3139",286085489,143,549
"3140",286085490,27,1972
"3141",286754358,1,59
"3142",286754361,1,17
"3143",286782663,1,23
"3144",287418686,4,298
"3145",287418687,1,69
"3146",287418688,6,199
"3147",287648900,100,2212
"3148",289164308,3,3
"3149",289165980,3,55
"3150",290230303,1,22
"3151",290230304,1,10
"3152",290446564,1,10
"3153",290580546,2,20
"3154",290586123,1,1
"3155",290586125,1,13
"3156",291772347,4,110
"3157",291772348,1,3
"3158",292119381,11,44
"3159",293486948,2,283
"3160",298568012,1,14
"3161",298577597,5,17
"3162",298838091,3,181
"3163",298838237,1,257
"3164",304680070,49,798
"3165",304680071,2,325
"3166",304680072,34,792
"3167",304680073,1,1
"3168",304680074,29,491
"3169",304680075,8,54
"3170",304682487,4,296
"3171",304684297,29,717
"3172",304684301,1,279
"3173",304684302,8,462
"3174",304688472,17,42
"3175",304688473,5,207
"3176",304688477,12,528
"3177",304688479,1,3
"3178",304688480,10,236
"3179",304688481,6,84
"3180",304688482,2,2
"3181",304690306,19,457
"3182",304690307,6,155
"3183",304693636,5,40
"3184",304693637,4,79
"3185",304693638,10,261
"3186",304693639,77,112
"3187",306059688,4,17
"3188",306059690,1,1
"3189",306059692,2,12
"3190",306780234,4,125
"3191",306780458,4,45
"3192",307090815,1,1
"3193",307166758,2,9
"3194",307804459,19,797
"3195",307804460,5,7
"3196",307804461,33,488
"3197",308678900,5,21
"3198",308678901,4,10
"3199",308678904,5,35
"3200",308678907,3,33
"3201",308678909,15,512
"3202",308678910,13,43
"3203",308678911,5,23
"3204",308678914,5,68
"3205",308678916,18,95
"3206",308678918,2,20
"3207",308678919,35,180
"3208",308678920,30,1018
"3209",308678922,3,8
"3210",308678923,15,106
"3211",308678924,5,11
"3212",308678927,2,2
"3213",308678930,30,533
"3214",308678932,1,2
"3215",308678933,4,56
"3216",308678934,3,54
"3217",308678935,2,43
"3218",308678936,36,699
"3219",308678937,1,5
"3220",308728619,1,3
"3221",308728620,3,14
"3222",308771431,2,2
"3223",308771432,2,2
"3224",309137436,2,60
"3225",309137439,2,12
"3226",309137441,3,126
"3227",309425930,18,595
"3228",309550975,2,49
"3229",309550976,15,145
"3230",309609103,3,50
"3231",309609104,2,3
"3232",309609105,3,143
"3233",309613709,2,42
"3234",309613710,2,80
"3235",309613711,3,28
"3236",309613712,4,53
"3237",309983298,14,118
"3238",309983299,17,791
"3239",310746310,5,124
"3240",310786269,2,11
"3241",311110184,1,16
"3242",311110366,4,39
"3243",311110541,2,16
"3244",311110617,4,495
"3245",311111497,2,2
"3246",311111572,1,1
"3247",311272093,1,1
"3248",311272094,2,105
"3249",311277093,1,18
"3250",311277103,1,4
"3251",311394889,2,4
"3252",311394892,1,2
"3253",311394893,17,1196
"3254",311394895,10,248
"3255",313477160,2,40
"3256",314026522,10,12
"3257",316459169,307,25653
"3258",316879354,1,1
"3259",316879355,2,3
"3260",316879358,1,25
"3261",316879359,2,6
"3262",316879360,3,80
"3263",316879364,1,17
"3264",316879366,1,7
"3265",316966747,3,85
"3266",316967084,11,326
"3267",316967086,10,47
"3268",317444873,5,31
"3269",317448499,2,76
"3270",317448502,2,493
"3271",317452390,1,2
"3272",317452396,3,6
"3273",317808828,1,1
"3274",317808836,2,9
"3275",317811024,1,6
"3276",318698145,10,34
"3277",318698146,8,94
"3278",318698147,3,137
"3279",318698153,2,2
"3280",318698158,3,1057
"3281",318698166,4,7
"3282",318745009,17,20
"3283",321496803,5,249
"3284",321496804,8,34
"3285",321507690,8,162
"3286",326594065,13,1412
"3287",326594066,1,1
"3288",326594074,2,583
"3289",326594099,3,11
"3290",326594100,1,55
"3291",326594102,13,137
"3292",327003194,1,61
"3293",327439257,11,289
"3294",328996897,1,1
"3295",330586900,1,69
"3296",331119817,2,11
"3297",331313322,4,33
"3298",331655265,1,238
"3299",332053082,3,24
"3300",332154471,4,70
"3301",332154474,3,72
"3302",332154477,2,70
"3303",332179488,1,2
"3304",332348133,8,8
"3305",332348178,13,91
"3306",332348179,1,4
"3307",332348180,10,60
"3308",332348214,1,2
"3309",332348231,1,6
"3310",332348235,3,83
"3311",332479847,1,67
"3312",332479850,7,23
"3313",332479851,4,15
"3314",332479931,3,10
"3315",332479932,4,201
"3316",332479937,1,27
"3317",332680955,10,110
"3318",332680959,10,28
"3319",332760578,3,538
"3320",332760598,1,61
"3321",332760603,1,21
"3322",332760640,1,1
"3323",332760664,1,47
"3324",332760665,1,1
"3325",332760669,2,45
"3326",332930864,37,805
"3327",332930932,1,1
"3328",332930933,2,4
"3329",332930936,2,2
"3330",332930937,1,1
"3331",336758567,13,432
"3332",337165204,3,128
"3333",338314207,3,377
"3334",342355806,1,5
"3335",342382077,3,54
"3336",342611406,1,5
"3337",342611407,1,45
"3338",342836042,6,223
"3339",345212821,5,91
"3340",345566829,70,1051
"3341",345566831,73,293
"3342",345566832,4,94
"3343",345566834,26,328
"3344",345573793,10,229
"3345",345573794,3,7
"3346",345573795,6,45
"3347",345573796,2,26
"3348",345574066,4,18
"3349",345574067,5,40
"3350",345574068,6,104
"3351",345752619,4,29
"3352",346654346,2,20
"3353",346992934,8,706
"3354",346993984,21,1709
"3355",347743211,10,48
"3356",348446383,9,41
"3357",348446384,6,14
"3358",349355993,1,60
"3359",349599164,4,102
"3360",349620089,21,78
"3361",349620090,12,633
"3362",349620091,15,994
"3363",349620093,11,524
"3364",349620094,2,384
"3365",349620095,3,229
"3366",349620097,9,180
"3367",349643787,54,3529
"3368",349643887,58,281
"3369",349643889,41,571
"3370",349643891,8,30
"3371",349643894,8,34
"3372",349643896,7,56
"3373",349643898,6,28
"3374",349643961,18,1304
"3375",349643964,26,1364
"3376",350915445,1,240
"3377",350915450,8,675
"3378",350937021,1,12
"3379",351255844,39,624
"3380",351255845,23,236
"3381",351255846,18,110
"3382",351255868,2,13
"3383",351255870,1,3
"3384",351255892,5,85
"3385",351255893,1,8
"3386",351255894,1,4
"3387",351255906,3,261
"3388",351255907,3,395
"3389",351255908,1,38
"3390",351255909,3,87
"3391",351258164,3,44
"3392",351525651,41,1831
"3393",351525652,61,2151
"3394",351525654,32,1002
"3395",351525659,14,71
"3396",351525660,7,13
"3397",351525662,46,819
"3398",351525663,39,312
"3399",351525665,11,38
"3400",351525669,37,825
"3401",351525670,38,542
"3402",351525672,29,427
"3403",351525673,11,195
"3404",351525675,53,7171
"3405",351525676,48,3374
"3406",351525677,43,2024
"3407",351525678,1,10
"3408",351525679,18,437
"3409",351525680,1,1
"3410",351525683,4,7
"3411",351525684,3,3
"3412",351525685,2,2
"3413",351525686,1,1
"3414",351525693,74,11717
"3415",351525694,4,70
"3416",351525696,4,67
"3417",351525704,12,96
"3418",351525716,10,82
"3419",351525718,22,257
"3420",351525727,2,56
"3421",351525728,1,15
"3422",351525729,18,246
"3423",351525734,17,60
"3424",351525736,1,55
"3425",351525738,22,176
"3426",351525741,18,109
"3427",351525742,10,102
"3428",351525744,15,361
"3429",351525748,4,343
"3430",351525749,10,52
"3431",351525751,4,72
"3432",351525760,6,107
"3433",351525763,25,3891
"3434",351525764,9,183
"3435",351525766,11,701
"3436",351525769,2,5
"3437",351525772,8,245
"3438",351525773,14,1425
"3439",351525777,2,50
"3440",351525780,11,1910
"3441",354951284,1,3
"3442",359839661,2,79
"3443",360893462,1,52
"3444",362138137,1,7
"3445",362138138,1,14
"3446",362138139,2,23
"3447",362636921,1,51
"3448",363961300,1,1
"3449",365315017,65,557
"3450",365315018,39,203
"3451",365315019,62,1060
"3452",365315020,65,1102
"3453",365407106,2,84
"3454",365436693,2,76
"3455",365461932,1,19
"3456",365609533,2,99
"3457",365609534,2,3
"3458",366594499,2,107
"3459",367461722,37,216
"3460",367461723,23,111
"3461",367461725,4,16
"3462",367461726,27,147
"3463",367464148,15,15
"3464",367477464,104,345
"3465",367477465,24,58
"3466",367477466,122,969
"3467",367477467,26,553
"3468",367477469,23,110
"3469",367477470,41,968
"3470",367477471,95,489
"3471",367477472,87,375
"3472",367477473,109,701
"3473",367477474,108,756
"3474",367477475,30,745
"3475",367477476,87,1197
"3476",367477477,13,442
"3477",367522279,119,257
"3478",368009832,6,6
"3479",369859479,3,100
"3480",369859485,1,19
"3481",369859489,4,49
"3482",369859491,5,36
"3483",369859493,2,24
"3484",369859494,6,47
"3485",370297653,7,44
"3486",370332314,3,10
"3487",370332316,3,145
"3488",370332320,13,1053
"3489",370332321,11,99
"3490",370332326,6,170
"3491",370332329,1,12
"3492",370332333,8,26
"3493",370332334,3,3
"3494",370332336,1,1
"3495",370332338,11,29
"3496",370332341,11,132
"3497",370332343,6,22
"3498",370334925,1,3
"3499",370334926,1,5
"3500",370334927,9,212
"3501",370626246,9,91
"3502",370626248,13,1928
"3503",370746969,3,279
"3504",371359867,1,22
"3505",371359868,1,57
"3506",371359869,1,1
"3507",371722642,2,635
"3508",372189594,1,60
"3509",374346167,5,270
"3510",374346168,15,592
"3511",374346169,5,220
"3512",374346171,3,55
"3513",374346173,3,22
"3514",376599038,6,30
"3515",376599040,7,115
"3516",376599042,7,39
"3517",376599074,9,334
"3518",379397896,3,4
"3519",381421886,1,1
"3520",381421887,2,4
"3521",381421888,2,10
"3522",381421889,2,21
"3523",381421893,1,1
"3524",381422000,2,5
"3525",381422008,1,3
"3526",381422010,2,7
"3527",381422012,3,4
"3528",381422016,1,2
"3529",381422018,4,55
"3530",381422021,2,3
"3531",381422025,1,1
"3532",381422048,2,79
"3533",381423537,2,2
"3534",381423719,1,9
"3535",381423765,1,3
"3536",381423809,1,17
"3537",381423967,2,24
"3538",385795770,11,563
"3539",385795791,5,129
"3540",386286203,3,5
"3541",386286205,5,811
"3542",386286206,9,595
"3543",386286207,1,36
"3544",386286208,7,71
"3545",386286209,2,6
"3546",386286210,39,484
"3547",386440056,2,4
